"low_curve";"up_curve"
"1";395.33005050505;836.476338383838
"2";301.372445286195;617.66155513468
"3";294.851361765806;557.550601384213
"4";292.707346380471;522.6359559133
"5";292.659901346801;492.374691245791
"6";289.566430508792;477.277082398055
"7";294.809491857349;455.53458410637
"8";294.621275515572;448.361695601852
"9";300.428145861911;434.893948019287
"10";298.302202356902;430.061757154882
"11";299.208598310933;431.874660864847
"12";302.69632283483;427.401647084269
"13";301.378458101727;424.223082401929
"14";304.249128014842;417.146364581186
"15";303.337010026188;410.925429330341
"16";303.832025528725;410.853626039036
"17";305.545328923607;407.91088957627
"18";309.251792331754;407.817919056823
"19";306.386709383773;402.696161709431
"20";307.459198358586;402.027640803872
"21";308.951456534353;397.139854401918
"22";308.52859625873;396.203018198514
"23";307.439529415134;392.36974139632
"24";307.916609921553;390.322427092102
"25";307.437889548822;391.508689441077
"26";308.656178824736;388.308404184846
"27";310.744074859246;389.923903218283
"28";309.794674143647;389.991808594018
"29";310.07503155815;387.043421642105
"30";311.770698559671;386.286482491583
"31";311.479558785917;385.723166586083
"32";311.165387246488;382.736314668495
"33";311.77737124845;382.938634438972
"34";313.286727890205;381.68711047907
"35";315.372484779771;381.981282484711
"36";314.440583776292;380.913683231492
"37";313.890202930203;378.032326202124
"38";312.803220897805;378.046649487721
"39";313.835909229264;375.751844220199
"40";314.861286910774;375.156930402988
"41";316.181769309193;375.6521852623
"42";317.513496424945;375.50998550318
"43";317.237022186895;374.895414656753
"44";316.264265981092;374.786538151835
"45";315.651115064222;373.271766433886
"46";316.767247259934;372.989854169451
"47";316.648049123344;370.780863265216
"48";318.571638158933;369.784094566177
"49";319.607205958657;369.167817902052
"50";320.679586804714;369.502395508418
"51";320.369198828604;369.496593235961
"52";320.591605122975;368.812822716813
"53";319.16390260742;369.04299620448
"54";319.891801877947;369.668635887337
"55";321.04535676879;368.682280026157
"56";321.753334235209;368.44872747726
"57";321.782669453849;366.579356383161
"58";322.321313681804;367.125278080548
"59";323.062874045927;366.831508037379
"60";321.858280167415;366.798414295735
"61";322.799907133686;366.198929852136
"62";322.722252349194;367.181483338414
"63";322.766364266245;365.923739551813
"64";322.776861989442;365.427051967017
"65";323.962324164724;363.907995429642
"66";322.391146759916;365.29333559037
"67";322.449046278858;364.200727680383
"68";322.298665238749;363.230258934865
"69";323.586577650764;363.588098935515
"70";323.319896198378;362.951260824229
"71";323.379700680013;362.707402610046
"72";323.801315146384;362.45142562943
"73";324.091052112733;361.908688888952
"74";324.19007649234;361.721352448886
"75";323.765178729517;362.084023965582
"76";323.169753598427;361.864817407396
"77";323.96597334025;360.334098858093
"78";323.545094360767;361.007913546765
"79";322.713352211697;360.273073546446
"80";323.328301195549;360.809294777199
"81";323.56274554851;360.71176506081
"82";323.495726040146;359.98631215361
"83";324.722622933012;360.689263506503
"84";324.365462279398;358.8719087774
"85";324.417198254751;358.239544159006
"86";324.904811533626;359.093150130747
"87";325.431548228798;358.937142540034
"88";325.135310724975;359.665078152174
"89";324.803293430667;358.638252794749
"90";324.801619945338;358.619667117679
"91";325.489578542133;359.137117787585
"92";326.010755977585;358.767749452226
"93";326.063217135902;359.633926154052
"94";326.038631887191;359.424711111607
"95";326.459085098445;359.327781840566
"96";326.810613221334;359.062961558218
"97";326.59755846809;358.741761205959
"98";326.366147180888;359.012344099926
"99";325.949178145087;359.015566265313
"100";326.24254568266;359.17020587963
"101";325.711521820499;358.445716444582
"102";326.599733672914;358.556317518871
"103";327.037333830973;358.234549842218
"104";327.212973105064;358.578172037187
"105";327.119076029379;358.180737755484
"106";327.217946822413;358.041126358668
"107";328.029153277616;357.864000318496
"108";327.973770155401;357.876194718966
"109";328.136385566803;357.727298971677
"110";328.63701093163;358.288902871692
"111";328.633840592572;358.006425193963
"112";328.722561858353;357.061330303192
"113";328.429993386761;357.764231279564
"114";328.92176325492;356.35630635961
"115";329.253794507775;356.457755512275
"116";329.790282153556;356.662316306145
"117";329.421364012074;356.307739116516
"118";330.144524661051;355.711650515981
"119";330.226459460195;355.484381362171
"120";330.03630404625;355.674451127595
"121";330.344027811986;356.227501260815
"122";330.974056488585;355.846831820399
"123";331.115670506373;355.871425067094
"124";330.689811763906;355.512048179177
"125";330.936217581684;354.600043291044
"126";330.898493379987;354.163726826402
"127";330.74414294901;353.707675598129
"128";330.31072228223;354.000064945928
"129";330.189139562806;353.828757958974
"130";330.114699569163;353.782846610085
"131";330.798147620368;353.152948333244
"132";329.76481714963;353.557010649231
"133";330.047956447948;353.193164272704
"134";330.440625385342;352.791424442033
"135";330.398164403523;352.802357721707
"136";330.604697199067;352.889863406175
"137";330.776770007515;352.868164308204
"138";331.288484468362;352.319354663434
"139";331.492722452951;352.143086972323
"140";331.933354454838;352.124171376177
"141";331.773565596613;351.600488320913
"142";331.941183424706;351.603119781011
"143";332.332011401692;351.694028959374
"144";332.457544873893;351.73474488487
"145";332.761904971234;351.792632130261
"146";332.535021892788;351.384613628229
"147";332.328126972519;351.240171755892
"148";332.246971150358;351.046140590068
"149";332.828844102558;351.050622078554
"150";332.746054528246;351.034169534605
"151";332.762342895573;350.655830519868
"152";333.061756800024;350.633334467861
"153";333.000392024896;350.412830689526
"154";333.002665273639;350.785291383646
"155";332.746492704359;350.203430230855
"156";333.46091650742;349.813170522893
"157";333.159215499758;349.66566854325
"158";333.354087723022;349.765492285996
"159";333.361322233716;349.560385412409
"160";333.415453670823;349.131127412142
"161";333.670338255178;349.047892009222
"162";333.973184577511;348.937423413311
"163";334.279378972646;349.112270165491
"164";334.448957153142;349.271518686143
"165";334.251606081012;348.317816263956
"166";334.46270270537;348.042239182787
"167";334.589163275095;348.145777984344
"168";334.823430537601;348.381924445108
"169";334.675264855469;348.110207842108
"170";334.674435628488;348.208847103969
"171";335.225769012124;348.257515342429
"172";335.192860934248;348.097238172069
"173";335.497273348271;347.827136304799
"174";335.924366658949;348.029789610944
"175";335.914262567443;347.905115538515
"176";335.896553609116;347.785082968274
"177";335.987386315677;347.635604942624
"178";336.286403488022;347.215687855016
"179";336.386959722902;347.096328395847
"180";336.245095046141;346.581649219302
"181";336.484560136431;346.529973304004
"182";336.689827929499;346.26025520369
"183";336.977029827272;346.465419378875
"184";336.87086230631;346.352875871984
"185";337.071456007851;346.133380977292
"186";337.069689676762;345.696681257891
"187";337.492470327013;345.663441644514
"188";337.438975018786;345.539868544783
"189";337.497083103697;345.6236739428
"190";337.836159696224;344.939958667702
"191";338.186606163561;344.833837581336
"192";338.092486696939;344.854598769771
"193";338.256388087114;344.234989537378
"194";338.597169400545;344.083830190433
"195";338.795887050651;343.925128268661
"196";338.966852001726;343.674452105569
"197";339.293494049638;343.168704472816
"198";339.645166576016;342.851424052019
"199";340.241551811815;342.408843847854
"200";341.197082612374;341.197082612374
