"low_curve";"up_curve"
"1";29.0125703482401;30.9510676749228
"2";21.1629360275591;22.33416697596
"3";18.5428124129163;19.3703122551462
"4";17.2393371408513;17.9354825350933
"5";16.4732085499241;17.0610386578449
"6";15.9475220771028;16.4658314108472
"7";15.5606554190386;16.0581538143579
"8";15.2966506019806;15.7424114052151
"9";15.0721438745293;15.4912732038557
"10";14.8901252493045;15.2853781677458
"11";14.7468999113842;15.1416188980513
"12";14.6277537136163;14.9993092463265
"13";14.5219215116885;14.8867307326869
"14";14.4428393047439;14.788875037613
"15";14.3757598060419;14.702018801696
"16";14.3027029257354;14.6228818357642
"17";14.2585535916581;14.5648201786755
"18";14.2120270309896;14.4885210337467
"19";14.1741237093049;14.4415460772508
"20";14.1381409288591;14.3937642592584
"21";14.0897692737841;14.3531480533305
"22";14.0587437204184;14.3152181521773
"23";14.0288718915997;14.2788497438321
"24";13.9971388794024;14.2483754088155
"25";13.9763898644633;14.2208519869611
"26";13.9579377055038;14.1920616949918
"27";13.9376087728723;14.1658546831296
"28";13.9156706591129;14.1464072478787
"29";13.9010603180988;14.1227370537894
"30";13.8785067252847;14.1000313329183
"31";13.8605009600291;14.074310610615
"32";13.845885202478;14.0590501878001
"33";13.8390060651717;14.0463805431557
"34";13.8207093476501;14.0301454475412
"35";13.8172993099612;14.0121282558633
"36";13.8083376092893;13.9935780350081
"37";13.7986639609555;13.9855447497844
"38";13.7898088463456;13.9730946260158
"39";13.7791415767149;13.9627756716216
"40";13.7687571231756;13.9487048426888
"41";13.7547043948025;13.9355279997466
"42";13.7481168412448;13.9260380346873
"43";13.7393240573044;13.9165493082728
"44";13.7339054160543;13.9054465292662
"45";13.7234264286579;13.9009218535424
"46";13.7190133292634;13.886413824364
"47";13.7117049068263;13.8749913968254
"48";13.7032523323728;13.8681139112184
"49";13.6987774669349;13.8598046302633
"50";13.6872410977122;13.8529148310088
"51";13.6837809281588;13.8449638770424
"52";13.6833660919752;13.8384167023601
"53";13.6781186242047;13.8293251371249
"54";13.6747580930639;13.8221443661753
"55";13.6666019657554;13.815489239867
"56";13.6643757520906;13.8099072444606
"57";13.6589378028959;13.803120868766
"58";13.6571515564757;13.7959752875589
"59";13.6533633899995;13.7859256357026
"60";13.6469958753682;13.7823629918446
"61";13.6415659226038;13.7762396348286
"62";13.6412362689707;13.7715391744467
"63";13.6388372350138;13.7669415385898
