"low_curve";"up_curve"
"1";402.832885991169;1845.25034332145
"2";293.659930608627;900.041130664751
"3";242.711372060196;588.924737571765
"4";207.783655678981;455.838649756111
"5";183.826135911177;369.774332391374
"6";165.169784960478;313.65981339871
"7";152.088435842612;280.533473348099
"8";143.958514972781;252.190240778694
"9";135.002707442015;231.308797316914
"10";130.102022504446;216.744495514109
"11";126.484880873105;203.905772408241
"12";121.587381114774;193.361363110895
"13";116.731639078213;183.057905062479
"14";114.739336847818;173.306870097122
"15";111.298165410456;167.885273693093
"16";108.38915750472;161.322202166623
"17";105.91928024506;157.446987209886
"18";104.466068681401;153.810508327434
"19";102.535700094716;148.489556545281
"20";100.667095324154;144.808566389117
"21";99.3214638222864;140.532173225791
"22";98.5516939704265;137.720275287518
"23";97.7013017754679;134.864813011759
"24";96.2905395446926;132.32120667363
"25";94.9888913925434;130.368517195601
"26";94.1187797093173;128.045457227818
"27";92.8852563514787;126.142908856305
"28";92.239296441993;124.389854536321
"29";91.5121833873708;123.481599615105
"30";90.7801881726535;121.611448070512
"31";90.3827307404082;119.311625295887
"32";89.2275295698406;118.894413555475
"33";89.3811547027263;117.229832985104
"34";89.2002743430753;115.623521416875
"35";89.0911493436203;115.0165274353
"36";88.043534064283;114.420400887002
"37";87.9160305396904;113.858696513756
"38";87.4199576692533;112.960363907653
"39";86.9604758850339;111.642997599888
"40";86.5582371995454;110.927372726366
"41";86.168245493711;110.085078398002
"42";85.8036347818609;109.486114366988
"43";85.561655923458;108.461456466139
"44";84.6753961771956;107.856292583396
"45";84.8405723044266;107.239072512266
"46";84.6411920450439;107.083836050618
"47";84.5416486634244;106.180700704032
"48";84.411402930912;105.342470635726
"49";83.8540185154098;105.004816971934
"50";83.9255111783261;104.27404456953
"51";83.9503800875238;104.060994544301
"52";83.6078117163606;103.413296563
"53";83.3232113599923;102.769301672899
"54";83.0707174710864;102.030470212315
"55";82.7666090590369;101.420090234578
"56";82.5440858942735;101.066983932806
"57";82.2561398996327;100.689677238679
"58";81.9506121951793;100.331011778233
"59";81.6608158517851;100.02320860787
"60";81.3909250403272;99.2798401643918
"61";81.4829974531381;98.8821479374786
"62";81.6284192662348;98.5510917732355
"63";81.5083383567432;98.0139493923691
"64";81.2716702846206;97.7784530775697
"65";80.9686492159279;97.4931457682583
"66";80.9732643878741;97.1529884765127
"67";80.8836184268831;96.6671579891745
"68";80.7218061042993;96.4468954309379
"69";80.3432780918703;96.2956467520567
"70";80.5346942248892;95.8764048687456
"71";80.3852798952289;95.3975606119078
"72";80.1513686782529;95.12343120551
"73";80.1630655795319;95.0836146918125
"74";80.2268837019;94.6956864209394
"75";79.9386196233417;94.3672276683093
"76";79.9104517824104;94.1344993431515
"77";79.9130416465345;93.886164414547
"78";79.8892327509758;93.6192419037964
"79";79.8146413853676;93.3818663656954
"80";79.6975074407223;93.126626105386
"81";79.6270371291351;92.7896211209377
"82";79.3403392829984;92.4676426737263
"83";79.4014973001529;92.3833459120225
"84";79.4449070748495;92.2645145563941
"85";79.4154830308212;91.9971413968836
"86";79.2617740659882;91.5106383898132
"87";79.3049836020021;91.2795173709695
"88";79.1954872208809;91.1653443268493
"89";78.9786212425178;91.0870812832647
"90";78.8776248966126;90.8801511777747
"91";78.761503715534;90.6478446319248
"92";78.9496598154291;90.5662019633016
"93";79.0559532229305;90.3388418767238
"94";78.7762767667005;90.1871973990067
"95";78.8014566926829;90.0310814104577
"96";78.9550338015105;89.7341391218862
"97";78.8137911932061;89.8463860298572
"98";78.7157025160764;89.7073482089924
"99";78.7116794587508;89.4412754299797
"100";78.6504036725814;89.3450113827892
"101";78.4023632404761;89.2331968339745
"102";78.4743036732593;88.9385054774104
"103";78.5624211083287;88.7358432288466
"104";78.5029943279936;88.6750037666359
"105";78.4366009602348;88.4912398414795
"106";78.2586900325707;88.3468564767638
"107";78.387783505358;88.2704590186995
"108";78.3842450343771;88.0770809114324
"109";78.2686184260925;87.9107395734925
"110";78.3467260229562;87.8726020384968
"111";78.250595229817;87.6704082258217
"112";78.3135304113345;87.5004724100593
"113";78.3181048601727;87.5487158257418
"114";78.1851733784847;87.3628428656884
"115";78.07748976089;87.3617456824515
"116";78.1379042433383;87.1725638677258
"117";77.962108686101;87.1895887343821
"118";77.8787379488943;87.1337237090311
"119";78.0379916325353;86.9721680357239
"120";77.9524099942421;86.725962549576
"121";78.0445866406427;86.6116333898576
"122";77.9928380196669;86.406933497513
"123";77.9628289805418;86.3098757838197
"124";77.9786181714176;86.4116306004229
"125";77.8595011416486;86.2969430925621
"126";77.7758321638749;86.1747436253171
"127";77.7454798618474;86.2191765126883
"128";77.7937013437857;85.9606541612888
"129";77.7927295212572;85.9950671998027
"130";77.7209073964812;85.7167384751098
"131";77.7712151540404;85.6164027086318
"132";77.6303514192705;85.5416590106793
"133";77.6912844698919;85.5633587842121
"134";77.719562379843;85.4078266773692
"135";77.7220318655848;85.1437142067414
"136";77.6455507291264;84.9645399736551
"137";77.7097020736901;84.905994641739
"138";77.7076612842055;84.8839845708242
"139";77.7196627578159;84.7950423703562
"140";77.821943625834;84.6158573805991
"141";77.710037860332;84.6477515454626
"142";77.6542997784907;84.5705963439349
"143";77.724972143985;84.4277701363249
"144";77.8406697117748;84.3535600154688
"145";77.7822572018211;84.2844275047274
"146";77.6590661848681;84.2736111055731
"147";77.5610310774426;84.0920759695849
"148";77.6263590814019;84.0017817641602
"149";77.5250126261621;83.9305578443437
"150";77.6346324243689;83.8441882362869
"151";77.5820910620499;83.9769903584161
"152";77.650003329598;83.7418832523786
"153";77.6877835876524;83.6585324530186
"154";77.720967665819;83.5878346829289
"155";77.7299623602983;83.5201427159437
"156";77.7136889244347;83.4035886625319
"157";77.6110416315875;83.2906647578747
"158";77.6721854708609;83.2454248358209
"159";77.6782632157971;83.1360764135641
"160";77.6897118179977;83.0359052873285
"161";77.6016252073515;82.9997391529374
"162";77.6357128397046;82.9085621250507
"163";77.6842316547359;82.7269330046865
"164";77.6817484718766;82.6827954867085
"165";77.6771442342326;82.6014908184046
"166";77.6461201842251;82.4572479277108
"167";77.6806279710148;82.3593166006071
"168";77.7046521838356;82.3660658476669
"169";77.7042975408138;82.2392372141099
"170";77.7201207257759;82.1565072485659
"171";77.6495317741292;82.128700620988
"172";77.6699092090779;82.0312126317034
"173";77.7516464624125;81.9586562683522
"174";77.7154847528779;81.9697581753921
"175";77.6936468900698;81.8727932183089
"176";77.7834896698167;81.7720899822511
"177";77.771625342602;81.7384924017098
"178";77.7894748545821;81.6575506021663
"179";77.7415407154354;81.5471653304443
"180";77.8127926993912;81.4860712299326
"181";77.8007167122173;81.3900124337029
"182";77.8766033881084;81.315855377754
"183";77.924128390409;81.2359842339765
"184";77.8991616705041;81.1058845410736
"185";77.9185473588872;81.0799588593544
"186";78.0048208817559;80.9821525020934
"187";78.0815164001706;80.904238824002
"188";78.106813390562;80.8654400982867
"189";78.160108746631;80.6904172213402
"190";78.0954601682046;80.6292876446175
"191";78.2139290437628;80.5998390503646
"192";78.3010339921752;80.4987773722376
"193";78.3324029151722;80.4246666962132
"194";78.4045532682703;80.3098076316258
"195";78.4924758790189;80.2295011731347
"196";78.5377724996328;80.0599163729739
"197";78.5927989297587;79.9721387420423
"198";78.7078072705461;79.8194209239327
"199";78.8692039382526;79.6031554093954
"200";79.2647700905461;79.2647700905463
